Date,Open,High,Low,Close,Adj Close,Volume
2021-06-14,39.810001,41.169998,39.060001,41.169998,40.503956,18513300
2021-06-15,40.799999,41.599998,39.740002,40.040001,39.392239,13301400
2021-06-16,40.490002,40.889999,38.070000,39.180000,38.546146,18089300
2021-06-17,38.689999,41.169998,38.650002,40.310001,39.657871,18466200
2021-06-18,39.290001,39.580002,36.750000,37.320000,36.716244,21346600
2021-06-21,37.549999,38.160000,36.590000,38.119999,37.503300,12722000
2021-06-22,37.900002,38.830002,37.400002,38.599998,37.975533,10500400
2021-06-23,38.599998,39.630001,38.599998,39.049999,38.418255,8615400
2021-06-24,39.880001,41.230000,39.880001,41.080002,40.415417,12716800
2021-06-25,41.169998,41.689999,40.290001,40.660000,40.002205,9244100
2021-06-28,41.500000,44.080002,41.450001,43.650002,42.943836,18209300
2021-06-29,43.310001,44.689999,42.880001,44.639999,43.917820,13090200
2021-06-30,44.369999,44.730000,43.669998,44.540001,43.819439,9830900
2021-07-01,44.150002,44.369999,42.130001,42.570000,41.881306,11578200
2021-07-02,43.570000,43.700001,42.250000,43.320000,42.619175,10933300
2021-07-06,43.639999,44.139999,41.360001,43.040001,42.343708,10020300
2021-07-07,43.799999,43.910000,40.689999,41.240002,40.572826,10623800
2021-07-08,38.549999,40.380001,37.759998,39.779999,39.136448,14764300
2021-07-09,40.180000,41.939999,39.250000,41.770000,41.094246,9799600
2021-07-12,42.160000,43.330002,41.810001,43.330002,42.629013,9021800
2021-07-13,42.750000,43.320000,42.099998,42.619999,41.930492,9289300
2021-07-14,43.540001,44.790001,41.860001,42.160000,41.477947,15361500
2021-07-15,41.790001,41.799999,38.549999,39.419998,38.782269,14968000
2021-07-16,40.029999,40.450001,36.590000,36.759998,36.165302,14425600
2021-07-19,35.209999,36.930000,34.709999,36.840000,36.244007,17527800
2021-07-20,37.240002,39.080002,35.849998,38.340000,37.719734,12487200
2021-07-21,38.669998,41.849998,38.599998,41.849998,41.172947,12599700
2021-07-22,40.900002,41.619999,39.900002,40.740002,40.080910,8148900
2021-07-23,41.290001,41.610001,39.950001,41.549999,40.877811,8740400
2021-07-26,40.580002,41.790001,40.580002,41.450001,40.779430,7703500
2021-07-27,40.799999,40.849998,36.709999,39.150002,38.516640,17917400
2021-07-28,39.540001,41.500000,39.020000,41.180000,40.513794,12983000
2021-07-29,41.230000,43.689999,41.230000,43.450001,42.747078,15318400
2021-07-30,42.189999,44.500000,42.070000,44.389999,43.671864,13599200
2021-08-02,45.189999,46.889999,44.880001,45.209999,44.478600,17018600
2021-08-03,45.290001,45.980000,43.610001,45.970001,45.226303,10801400
2021-08-04,46.160000,48.150002,46.049999,47.610001,46.839771,13768900
2021-08-05,48.169998,48.189999,46.439999,47.169998,46.406883,8580700
2021-08-06,46.330002,47.270000,46.200001,46.630001,45.875622,6202000
2021-08-09,46.900002,47.270000,45.540001,46.150002,45.403393,5943700
2021-08-10,46.369999,46.570000,43.500000,44.450001,43.730896,9994500
2021-08-11,45.060001,45.119999,42.430000,44.169998,43.455418,10016600
2021-08-12,43.439999,43.500000,41.560001,42.619999,41.930492,9746100
2021-08-13,42.500000,43.599998,42.290001,43.480000,42.776588,7655800
2021-08-16,42.910000,43.430000,41.930000,43.009998,42.314186,6658600
2021-08-17,41.930000,41.950001,39.340000,40.459999,39.805443,13983700
2021-08-18,40.290001,40.959999,38.580002,38.660000,38.034565,10760100
2021-08-19,38.180000,40.259998,37.139999,39.630001,38.988869,14855300
2021-08-20,39.959999,40.750000,39.009998,40.430000,39.775928,10732300
2021-08-23,41.400002,43.790001,41.400002,43.689999,42.983189,12229000
2021-08-24,43.980000,44.439999,43.380001,43.730000,43.022537,8557100
2021-08-25,44.180000,45.650002,44.110001,44.779999,44.055557,10125800
2021-08-26,44.520000,45.330002,43.709999,44.680000,43.957165,9529400
2021-08-27,44.849998,47.500000,44.689999,47.299999,46.534782,12358300
2021-08-30,47.779999,49.000000,47.130001,47.740002,46.967667,10291100
2021-08-31,47.770000,47.970001,45.369999,46.549999,45.796917,9620800
2021-09-01,47.230000,47.299999,45.830002,45.959999,45.216469,7246900
2021-09-02,46.349998,46.720001,45.700001,46.299999,45.550972,7168600
2021-09-03,46.139999,47.849998,45.959999,47.240002,46.475758,7374000
2021-09-07,47.360001,47.410000,45.919998,46.770000,46.013363,5660800
2021-09-08,46.099998,46.369999,43.759998,44.950001,44.222805,11787400
2021-09-09,44.910000,46.259998,44.889999,45.549999,44.813099,8643000
2021-09-10,46.639999,48.630001,46.509998,46.590000,45.836269,14399600
2021-09-13,47.799999,48.169998,45.930000,47.869999,47.095562,11356400
2021-09-14,48.400002,48.970001,47.139999,47.869999,47.095562,10129200
2021-09-15,48.060001,48.700001,46.759998,48.590000,47.803921,9321800
2021-09-16,47.740002,49.529999,47.020000,49.070000,48.276154,9094400
2021-09-17,48.639999,48.650002,45.970001,46.750000,45.993690,14478900
2021-09-20,43.750000,44.200001,41.160000,43.299999,42.599499,19454600
2021-09-21,44.040001,44.520000,42.349998,43.599998,42.894642,9972400
2021-09-22,44.459999,46.570000,44.009998,46.259998,45.511612,11093200
2021-09-23,46.889999,48.549999,46.419998,48.099998,47.321842,11819600
2021-09-24,46.860001,48.230000,46.779999,47.950001,47.174274,7465000
2021-09-27,46.520000,48.180000,45.560001,47.689999,46.918480,10241300
2021-09-28,44.900002,45.790001,42.049999,42.230000,41.546806,23988000
2021-09-29,42.560001,42.680000,39.779999,40.119999,39.470940,19889700
2021-09-30,41.060001,41.950001,40.000000,40.040001,39.392239,14470200
2021-10-01,40.500000,40.700001,38.060001,40.070000,39.421749,16368700
2021-10-04,39.310001,39.520000,36.570000,37.020000,36.421089,20555400
2021-10-05,37.599998,39.389999,37.259998,38.650002,38.024727,15194100
2021-10-06,37.320000,39.139999,36.919998,39.060001,38.428089,16403200
2021-10-07,40.529999,42.029999,40.270000,40.389999,39.736568,13234300
2021-10-08,40.900002,41.070000,39.080002,39.330002,38.693729,10297000
2021-10-11,38.759998,40.389999,38.360001,38.380001,37.759094,9446400
2021-10-12,39.209999,39.310001,36.470001,37.049999,36.450611,19847400
2021-10-13,37.700001,38.299999,37.240002,37.650002,37.040905,11660600
2021-10-14,39.639999,41.080002,39.340000,41.049999,40.385902,14800900
2021-10-15,42.029999,42.290001,41.299999,41.840000,41.163120,10988500
2021-10-18,41.139999,42.970001,40.439999,42.860001,42.166618,8498200
2021-10-19,43.110001,44.480000,42.630001,44.430000,43.711220,11476200
2021-10-20,44.130001,44.730000,43.630001,44.200001,43.484936,9908200
2021-10-21,43.330002,45.720001,43.299999,45.590000,44.852451,10019700
2021-10-22,44.840000,46.230000,43.770000,44.049999,43.337368,12691700
2021-10-25,44.599998,45.669998,44.160000,45.060001,44.331024,9706700
2021-10-26,46.020000,46.450001,44.540001,44.959999,44.232647,12067800
2021-10-27,44.230000,45.610001,43.560001,44.090000,43.376713,13076300
2021-10-28,45.840000,47.099998,45.570000,47.000000,46.239639,15904400
2021-10-29,45.970001,47.650002,45.619999,47.650002,46.879124,12735000
2021-11-01,47.790001,49.959999,47.450001,49.959999,49.151752,14647400
2021-11-02,49.820000,51.820000,49.810001,51.820000,50.981663,12421100
2021-11-03,52.070000,53.810001,51.419998,53.669998,52.801731,11472200
2021-11-04,55.419998,59.830002,54.570000,59.080002,58.124214,20539200
2021-11-05,60.040001,62.400002,59.209999,60.910000,59.924599,19536100
2021-11-08,62.099998,64.709999,61.490002,63.540001,62.512058,15603900
2021-11-09,65.269997,65.629997,61.410000,63.400002,62.374325,16385900
2021-11-10,60.049999,62.500000,57.070000,57.950001,57.012489,17648300
2021-11-11,60.720001,61.990002,59.369999,61.639999,60.642796,13055700
2021-11-12,62.220001,64.250000,61.169998,63.349998,62.325130,13052700
2021-11-15,64.730003,64.739998,61.259998,63.200001,62.177555,11837400
2021-11-16,62.380001,66.430000,62.009998,66.150002,65.079834,12693000
2021-11-17,66.000000,66.129997,63.700001,64.519997,63.476204,11636600
2021-11-18,67.870003,68.900002,66.029999,67.980003,66.880234,14102700
