Date,Open,High,Low,Close,Adj Close,Volume
2021-06-14,424.429993,425.369995,423.100006,425.260010,406.851868,42358500
2021-06-15,425.420013,425.459991,423.540009,424.480011,406.105682,51508500
2021-06-16,424.630005,424.869995,419.920013,422.109985,403.838196,80386100
2021-06-17,421.670013,423.019989,419.320007,421.970001,403.704315,90949700
2021-06-18,417.089996,417.829987,414.700012,414.920013,398.258179,118676300
2021-06-21,416.799988,421.059998,415.929993,420.859985,403.959625,72822000
2021-06-22,420.850006,424.000000,420.079987,423.109985,406.119232,57700300
2021-06-23,423.190002,424.049988,422.510010,422.600006,405.629791,49445400
2021-06-24,424.890015,425.549988,424.619995,425.100006,408.029358,45110300
2021-06-25,425.899994,427.089996,425.549988,426.609985,409.478699,58129500
2021-06-28,427.170013,427.649994,425.890015,427.470001,410.304230,53159600
2021-06-29,427.880005,428.559998,427.130005,427.700012,410.524963,35970500
2021-06-30,427.209991,428.779999,427.179993,428.059998,410.870514,64827900
2021-07-01,428.869995,430.600006,428.799988,430.429993,413.145294,53441000
2021-07-02,431.670013,434.100006,430.519989,433.720001,416.303162,57697700
2021-07-06,433.779999,434.010010,430.010010,432.929993,415.544983,68710400
2021-07-07,433.660004,434.760010,431.510010,434.459991,417.013489,63549500
2021-07-08,428.779999,431.730011,427.519989,430.920013,413.615662,97595200
2021-07-09,432.529999,435.839996,430.709991,435.519989,418.030914,76238600
2021-07-12,435.429993,437.350006,434.970001,437.079987,419.528229,52889600
2021-07-13,436.239990,437.839996,435.309998,435.589996,418.098114,52911300
2021-07-14,437.399994,437.920013,434.910004,436.239990,418.721985,64130400
2021-07-15,434.809998,435.529999,432.720001,434.750000,417.291870,55126400
2021-07-16,436.010010,436.059998,430.920013,431.339996,414.018738,75874700
2021-07-19,426.190002,431.410004,421.970001,424.970001,407.904663,147987000
2021-07-20,425.679993,432.420013,424.829987,431.059998,413.750031,99608200
2021-07-21,432.339996,434.700012,431.010010,434.549988,417.099854,64724400
2021-07-22,434.739990,435.720001,433.690002,435.459991,417.973358,47878500
2021-07-23,437.519989,440.299988,436.790009,439.940002,422.273499,63766600
2021-07-26,439.309998,441.029999,439.260010,441.019989,423.310028,43719200
2021-07-27,439.910004,439.940002,435.989990,439.010010,421.380798,67397100
2021-07-28,439.679993,440.299988,437.309998,438.829987,421.208008,52472400
2021-07-29,439.820007,441.799988,439.809998,440.649994,422.954895,47435300
2021-07-30,437.910004,440.059998,437.769989,438.510010,420.900909,68951200
2021-08-02,440.339996,440.929993,437.209991,437.589996,420.017792,58783300
2021-08-03,438.440002,441.279999,436.100006,441.149994,423.434845,58053900
2021-08-04,439.779999,441.119995,438.730011,438.980011,421.351929,46732200
2021-08-05,440.220001,441.850006,439.880005,441.760010,424.020355,38969700
2021-08-06,442.100006,442.940002,441.799988,442.489990,424.721008,46930000
2021-08-09,442.459991,442.799988,441.309998,442.130005,424.375549,41222600
2021-08-10,442.609985,443.440002,441.880005,442.679993,424.903351,43339300
2021-08-11,443.820007,443.880005,442.619995,443.779999,425.959229,44034300
2021-08-12,443.619995,445.260010,442.660004,445.109985,427.235779,38909400
2021-08-13,445.589996,445.940002,445.070007,445.920013,428.013336,39470300
2021-08-16,444.529999,447.109985,442.869995,446.970001,429.021118,73740000
2021-08-17,444.239990,444.959991,440.850006,444.040009,426.208832,92673900
2021-08-18,442.959991,444.630005,438.920013,439.179993,421.543915,89351900
2021-08-19,436.269989,441.140015,436.119995,439.859985,422.196655,92812200
2021-08-20,440.230011,443.709991,439.709991,443.359985,425.556122,72008700
2021-08-23,445.160004,448.230011,443.440002,447.260010,429.299530,54973000
2021-08-24,447.970001,448.540009,447.420013,447.970001,429.980957,38744700
2021-08-25,448.170013,449.459991,447.769989,448.910004,430.883209,40529700
2021-08-26,448.609985,448.859985,446.160004,446.260010,428.339630,57829600
2021-08-27,447.119995,450.649994,447.059998,450.250000,432.169403,77235100
2021-08-30,450.970001,453.070007,450.709991,452.230011,434.069916,48357400
2021-08-31,452.130005,452.489990,450.920013,451.559998,433.426849,59300200
2021-09-01,452.559998,453.109985,451.549988,451.799988,433.657135,48721400
2021-09-02,453.320007,454.049988,451.910004,453.190002,434.991394,42501000
2021-09-03,451.980011,453.630005,451.549988,453.079987,434.885681,47170500
2021-09-07,452.709991,452.809998,450.739990,451.459991,433.330841,51671500
2021-09-08,450.890015,451.670013,448.859985,450.910004,432.802917,56181900
2021-09-09,450.700012,452.570007,448.720001,448.980011,430.950409,57970400
2021-09-10,451.040009,451.489990,445.309998,445.440002,427.552582,89948200
2021-09-13,448.640015,448.920013,444.109985,446.579987,428.646790,83738600
2021-09-14,448.119995,448.339996,443.220001,444.170013,426.333618,78197100
2021-09-15,444.619995,448.410004,443.440002,447.880005,429.894562,78792200
2021-09-16,447.320007,448.359985,444.019989,447.170013,429.213165,77786700
2021-09-17,444.920013,445.369995,441.019989,441.399994,425.032135,118425000
2021-09-20,434.880005,436.559998,428.859985,434.040009,417.945099,166445500
2021-09-21,436.529999,437.910004,433.070007,433.630005,417.550232,92526100
2021-09-22,436.049988,440.029999,433.750000,437.859985,421.623352,102350100
2021-09-23,439.850006,444.890015,439.600006,443.179993,426.746124,76396000
2021-09-24,441.440002,444.670013,441.209991,443.910004,427.449066,62094800
2021-09-27,442.809998,444.049988,441.899994,442.640015,426.226196,61371100
